署,shu3
薯,shu3
數,shu4
束,shu4
樹,shu4
術,shu4
刷,shua1
甩,shuai3
帥,shuai4
率,shuai4
双,shuang1
雙,shuang1
誰,shui2
水,shui3
睡,shui4
瞬,shun4
順,shun4
說,shuo1
説,shuo1
司,si1
思,si1
斯,si1
私,si1
絲,si1
死,si3
似,si4
四,si4
寺,si4
淞,song1
鬆,song1
送,song4
搜,sou1
蘇,su1
宿,su4
素,su4
肅,su4
訴,su4
速,su4
酸,suan1
算,suan4
蒜,suan4
雖,sui1
隋,sui2
隨,sui2
歲,sui4
碎,sui4
隧,sui4
縮,suo1
所,suo3
索,suo3
鎖,suo3
他,ta1
塌,ta1
她,ta1
它,ta1
踏,ta4
胎,tai1
台,tai2
臺,tai2
太,tai4
態,tai4
泰,tai4
坍,tan1
攤,tan1
貪,tan1
談,tan2
譚,tan2
坦,tan3
毯,tan3
嘆,tan4
碳,tan4
湯,tang1
塘,tang2
棠,tang2
躺,tang3
燙,tang4
桃,tao2
萄,tao2
逃,tao2
討,tao3
套,tao4
特,te4
藤,teng2
梯,ti1
提,ti2
題,ti2
體,ti3
替,ti4
天,tian1
添,tian1
甜,tian2
挑,tiao1
條,tiao2
跳,tiao4
貼,tie1
鐵,tie3
廳,ting1
聽,ting1
停,ting2
庭,ting2
霆,ting2
挺,ting3
艇,ting3
通,tong1
同,tong2
童,tong2
酮,tong2
銅,tong2
筒,tong3
統,tong3
痛,tong4
偷,tou1
投,tou2
頭,tou2
透,tou4
突,tu1
圖,tu2
徒,tu2
吐,tu3
土,tu3
團,tuan2
推,tui1
退,tui4
屯,tun2
脫,tuo1
妥,tuo3
拓,tuo4
哇,wa1
娃,wa2
外,wai4
彎,wan1
灣,wan1
完,wan2
玩,wan2
宛,wan3
挽,wan3
晚,wan3
腕,wan4
萬,wan4
亡,wang2
王,wang2
往,wang3
網,wang3
忘,wang4
旺,wang4
望,wang4
危,wei1
威,wei1
微,wei1
圍,wei2
為,wei2
維,wei2
違,wei2
偉,wei3
委,wei3
尾,wei3
瑋,wei3
位,wei4
味,wei4
未,wei4
畏,wei4
胃,wei4
溫,wen1
文,wen2
紋,wen2
聞,wen2
蚊,wen2
雯,wen2
穩,wen3
問,wen4
搵,wen4
翁,weng1
渦,wo1
我,wo3
握,wo4
臥,wo4
屋,wu1
污,wu1
烏,wu1
吳,wu2
無,wu2
五,wu3
伍,wu3
午,wu3
舞,wu3
語,yu3
務,wu4
唔,wu4
物,wu4
誤,wu4
吸,xi1
嘻,xi1
息,xi1
析,xi1
溪,xi1
稀,xi1
西,xi1
席,xi2
習,xi2
襲,xi2
喜,xi3
洗,xi3
係,xi4
喺,xi4
戲,xi4
系,xi4
細,xi4
隙,xi4
蝦,xia1
俠,xia2
狹,xia2
轄,xia2
下,xia4
嚇,xia4
夏,xia4
仙,xian1
先,xian1
掀,xian1
纖,xian1
鮮,xian1
嫌,xian2
閒,xian2
鹹,xian2
險,xian3
顯,xian3
現,xian4
綫,xian4
線,xian4
縣,xian4
腺,xian4
限,xian4
陷,xian4
廂,xiang1
相,xiang1
箱,xiang1
香,xiang1
詳,xiang2
享,xiang3
想,xiang3
響,xiang3
像,xiang4
向,xiang4
巷,xiang4
象,xiang4
項,xiang4
削,xiao1
宵,xiao1
消,xiao1
蕭,xiao1
銷,xiao1
小,xiao3
哮,xiao4
效,xiao4
校,xiao4
笑,xiao4
些,xie1
協,xie2
擷,xie2
攜,xie2
斜,xie2
脅,xie2
邪,xie2
寫,xie3
械,xie4
瀉,xie4
心,xin1
新,xin1
欣,xin1
辛,xin1
鑫,xin1
信,xin4
星,xing1
興,xing1
刑,xing2
型,xing2
形,xing2
行,xing2
醒,xing3
姓,xing4
幸,xing4
性,xing4
熊,xiong2
雄,xiong2
休,xiu1
修,xiu1
嗅,xiu4
秀,xiu4
繡,xiu4
墟,xu1
虛,xu1
需,xu1
須,xu1
徐,xu2
許,xu3
序,xu4
續,xu4
宣,xuan1
暄,xuan1
懸,xuan2
選,xuan3
眩,xuan4
鉉,xuan4
學,xue2
血,xue4
尋,xun2
詢,xun2
訊,xun4
訓,xun4
呀,ya1
涯,ya2
牙,ya2
雅,ya3
亞,ya4
煙,yan1
啱,yan2
嚴,yan2
岩,yan2
延,yan2
沿,yan2
炎,yan2
研,yan2
言,yan2
演,yan3
眼,yan3
宴,yan4
讞,yan4
豔,yan4
驗,yan4
央,yang1
洋,yang2
陽,yang2
氧,yang3
養,yang3
樣,yang4
妖,yao1
腰,yao1
邀,yao1
搖,yao2
遙,yao2
咬,yao3
耀,yao4
藥,yao4
要,yao4
耶,ye2
也,ye3
嘢,ye3
野,ye3
夜,ye4
業,ye4
葉,ye4
頁,ye4
一,yi1
伊,yi1
依,yi1
衣,yi1
醫,yi1
儀,yi2
宜,yi2
怡,yi2
疑,yi2
移,yi2
遺,yi2
以,yi3
已,yi3
椅,yi3
亦,yi4
億,yi4
意,yi4
憶,yi4
易,yi4
異,yi4
益,yi4
義,yi4
藝,yi4
議,yi4
逸,yi4
因,yin1
陰,yin1
音,yin1
吟,yin2
銀,yin2
尹,yin3
引,yin3
隱,yin3
飲,yin3
印,yin4
嬰,ying1
應,ying1
櫻,ying1
英,ying1
鷹,ying1
瀛,ying2
營,ying2
螢,ying2
贏,ying2
迎,ying2
影,ying3
穎,ying3
硬,ying4
擁,yong1
勇,yong3
永,yong3
泳,yong3
詠,yong3
用,yong4
優,you1
幽,you1
憂,you1
尤,you2
油,you2
游,you2
猶,you2
由,you2
遊,you2
郵,you2
魷,you2
友,you3
有,you3
又,you4
右,you4
幼,you4
誘,you4
予,yu2
娛,yu2
愚,yu2
於,yu2
漁,yu2
瑜,yu2
餘,yu2
魚,yu2
宇,yu3
羽,yu3
與,yu3
雨,yu3
域,yu4
煜,yu4
禦,yu4
育,yu4
譽,yu4
遇,yu4
郁,yu4
預,yu4
元,yuan2
原,yuan2
員,yuan2
園,yuan2
圓,yuan2
援,yuan2
源,yuan2
緣,yuan2
遠,yuan3
怨,yuan4
院,yuan4
約,yue1
月,yue4
越,yue4
躍,yue4
閱,yue4
雲,yun2
允,yun3
孕,yun4
暈,yun4
運,yun4
雜,za2
災,zai1
再,zai4
在,zai4
載,zai4
暫,zan4
讚,zan4
贊,zan4
臟,zang4
糟,zao1
遭,zao1
早,zao3
造,zao4
則,ze2
擇,ze2
責,ze2
賊,zei2
增,zeng1
曾,zeng1
揸,zha1
渣,zha1
炸,zha4
宅,zhai2
佔,zhan1
沾,zhan1
展,zhan3
嶄,zhan3
戰,zhan4
湛,zhan4
站,zhan4
綻,zhan4
張,zhang1
章,zhang1
掌,zhang3
丈,zhang4
脹,zhang4
招,zhao1
朝,zhao1
找,zhao3
召,zhao4
照,zhao4
罩,zhao4
肇,zhao4
折,zhe1
摺,zhe1
哲,zhe2
輒,zhe2
者,zhe3
蔗,zhe4
這,zhe4
偵,zhen1
珍,zhen1
真,zhen1
貞,zhen1
針,zhen1
疹,zhen3
診,zhen3
朕,zhen4
鎮,zhen4
陣,zhen4
震,zhen4
徵,zheng1
爭,zheng1
整,zheng3
政,zheng4
正,zheng4
症,zheng4
證,zheng4
鄭,zheng4
之,zhi1
只,zhi1
支,zhi1
枝,zhi1
汁,zhi1
知,zhi1
織,zhi1
肢,zhi1
脂,zhi1
隻,zhi1
值,zhi2
執,zhi2
直,zhi2
職,zhi2
址,zhi3
指,zhi3
止,zhi3
紙,zhi3
衞,zhi3
制,zhi4
志,zhi4
智,zhi4
治,zhi4
秩,zhi4
置,zhi4
至,zhi4
致,zhi4
製,zhi4
質,zhi4
中,zhong1
終,zhong1
鍾,zhong1
鐘,zhong1
種,zhong3
仲,zhong4
眾,zhong4
重,zhong4
周,zhou1
洲,zhou1
週,zhou1
宙,zhou4
驟,zhou4
株,zhu1
豬,zhu1
竹,zhu2
逐,zhu2
主,zhu3
咗,zhu3
煮,zhu3
矚,zhu3
住,zhu4
助,zhu4
注,zhu4
築,zhu4
著,zhu4
註,zhu4
抓,zhua1
專,zhuan1
轉,zhuan3
撰,zhuan4
賺,zhuan4
裝,zhuang1
狀,zhuang4
追,zhui1
準,zhun3
捉,zhuo1
桌,zhuo1
卓,zhuo2
灼,zhuo2
着,zhuo2
酌,zhuo2
仔,zi1
姿,zi1
滋,zi1
資,zi1
子,zi3
籽,zi3
紫,zi3
字,zi4
自,zi4
宗,zong1
綜,zong1
蹤,zong1
總,zong3
粽,zong4
縱,zong4
走,zou3
奏,zou4
租,zu1
足,zu2
祖,zu3
組,zu3
阻,zu3
最,zui4
罪,zui4
鱒,zun1
昨,zuo2
左,zuo3
作,zuo4
做,zuo4
坐,zuo4
座,zuo4
